,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
1047,C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.27,Cc1csc(CNc2ncnc3ccc(cc23)c4cccc(Cl)c4)c1,0.26,Clc1cccc(Cl)c1N=C1NCCN1,0.84,CCCNC(=O)CC1CC2c3cc(NC(=O)C4CC4)ccc3OC2C(CO)O1,0.43,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CCCCCCCC(O)CCCCCCCC(O)CCCCCCC(=O)O
1048,C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.34,CCOc1cncc(C=CCCNC)c1,0.13,O=c1n([se]c2ccccc12)-c1ccccc1,0.88,CCNC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.02,O=C(CCCN1CCCCC1C(=O)O)Nc1ccccc1
1049,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.15,NC[C@H]1CC[C@@H](CC1)C(O)=O,0.28,Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,0.77,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1,0.44,CNCCOC(C(=O)NC(CO)C(O)COc1cc(OC)ccc1OC)c1cc(O)c(O)c(O)c1
1050,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.11,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,0.11,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,0.94,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)c1,0.5,CCCNC(=O)N1CC(C)Oc2ccc(NC(=O)CCN3CCOCC3)cc2C(=O)N(C)CC(OC)C(C)C1
1051,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.54,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,0.54,CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,0.28,CC(C)NS(=O)(=O)c1ccc(NC(=O)CCCCCC(=O)NC(C)(C)C(O)C(C)C(C)(C)C)cc1,0.26,CCCCCCNC(=O)CC1C=C(NC(=O)c2ccc(F)cc2)CC(CO)O1
1053,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,C[C@]1(O)CC[C@@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@@H]3CC[C@]12C,0.0,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.26,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)CCC(F)(F)F,0.21,Fc1c(F)c(F)c(Cc2ccccc2)c(F)c1F
1054,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@@]3(C)CC[C@@H]2[C@@]4(C)CCC(=O)C=C14,0.41,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.12,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=C/CO,0.24,CCCCCC(CO)N1CC(C)C(CN(C)Cc2ccc(C(=O)O)cc2)Oc2cc(-c3ccccc3C(=O)N(C)C)ccc2S1(=O)=O,0.18,CC1CC(C)C(C)C2=C1CC1C(O)CC(C)C3CC(O)CCC31C2
1055,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.19,OC(=O)c1ccccc1-c1noc(n1)-c1ccccc1F,0.2,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.26,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)CCC(F)(F)F,0.24,Cc1ccc(S(=O)(=O)N2CC(O)COCC3OC(CC(=O)N(C)C)CCC32)cc1
1063,C[C@]12CC[C@@H]3[C@@H](CCC4C(=O)C(=O)CC[C@]34C)[C@H]1CCC2=O,0.51,Clc1ccc2ncnc(NCc3ccc4OCOc4c3)c2c1,0.22,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OC,0.52,CCN(CC)CCNC(=O)CC1CCC(NC(=O)C2CCCCC2)C(CO)O1,0.2,COc1ccc2[nH]c3c(c2c1)CC(CO)N(S(=O)(=O)c1ccc(F)cc1)C31CN(Cc2ccc(F)cc2)C1
1067,C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,0.5,CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3OC)ccc2OC[C@H](C)NC[C@H]1C,0.39,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.44,CN1CCN(C(=O)CC2CC3c4cc(NC(=O)Nc5ccc(C(F)(F)F)cc5)ccc4OC3C(CO)O2)CC1,0.4,COc1ccccc1C1C(CO)N(C(=O)C2CC2)C12CCN(C(=O)c1cccc3c1OCO3)CC2
1068,C[N+](C)(C)CCOC(N)=O,0.37,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.4,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.29,CC(NC(=O)C(NC(=O)CCCCCC(=O)Nc1ccc(O)c(O)c1)C(C)(C)C)C(=O)Nc1ccc(Br)cc1,0.2,COC1CN(C(=O)Cc2ccccc2)CC(=O)COC(C)CN(C)C(C)C12CC2
1072,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0.36,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c4ccc(SC)cc4,0.29,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.6,CCCCNC(=O)CC1CC2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3OC2C(CO)O1,0.12,COC1CN(C)C(=O)c2cc(NC(=O)C3CCCC3)ccc2OCC(C)N(Cc2cncnc2)CC1C
1074,Cc1cc(C)c(C#N)c(SCCS(=O)(=O)c2nc3ccccc3s2)n1,0.43,O=C(Cn1nnc2sc3CCCCc3c2c1=O)NCc4ccco4,0.29,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.57,Cc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)cc1,0.42,CCNC(=O)Nc1cccc2c1OC(CN(C)CC1CC1)C(=O)CN(C)C2=O
1075,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1ccccc1C(F)(F)F,0.31,CCC(=O)C1(CC(C)(C)OC1=O)Sc1nc2ccccc2[nH]1,0.31,CCC(=O)C1(CC(C)(C)OC1=O)Sc1nc2ccccc2[nH]1,0.53,CC(C)(C)c1ccc(C(=O)Nc2ccc3c(c2)C2CC(CC(=O)NCCN4CCCCC4)OC(CO)C2O3)cc1,0.34,CC(C)(C)c1ccc(-c2nc3c(NCC4CC4)ncnc3n2Cc2ccc(F)cc2)cc1
1076,Cc1cc(C)n(n1)c2nc(NCCCO)c3c4CCCCc4sc3n2,0.18,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=CC)/C)C(=C2[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@](C)(OC(=O)C)[C@@H]12)OC(=O)CCC)C,0.27,CC(C)(C)c1cc(C=C(C#N)[N+]#[C-])cc(c1O)C(C)(C)C,0.59,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.28,CC(CO)N1C(C)CC(=NC(=O)Nc2ccc(Cl)cc2)Oc2cc(C#CC(C)(C)C)cnc2C1C
1077,Cc1cc(Cl)ccc1OCC(=O)NN=Cc1ccc[nH]1,0.28,CC(N)COc1c(C)cccc1C,0.14,CN(C)C(=N)NC(N)=N,0.61,COC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(OC)ccc1OC,0.38,COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)CN(C)C)ccc4OC3C(CO)O2)cc1
1080,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5-c34,0.35,COc1ccc2[nH]c3C(=O)NCCc3c2c1,0.35,COc1ccc2[nH]c3C(=O)NCCc3c2c1,0.0,CC1CN(C(C)CO)C(=O)c2ccccc2-c2ccccc2COC1CN(C)Cc1cccc(Oc2ccccc2)c1,0.0,N=C(N)NCCCC(NC(=O)CCCCCC(=O)NCCCNC(=O)CNC(=O)CCCNC(=O)CCc1c(O)c(O)c(O)c(S(N)(=O)=O)c1O)C(=O)NCCCCN
1081,Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccoc2C)o1,0.4,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.22,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.45,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.27,COc1cccc(NC(=O)Nc2cccc3c2OCC(=O)C2(CC2)N(C)C3CN(C)C)c1
1083,Cc1ccc(OCCOc2c(Cl)cc(Cl)cc2Cl)c(n1)[N+]([O-])=O,0.27,Fc1cccc(c1)C(=O)Nc2nc[nH]n2,0.3,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.59,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)CC)C(C)CO2,0.36,COC1CN(C)CC(=O)COc2cccc(NS(=O)(=O)c3ccccc3F)c2N(C)C(CC(=O)O)C1C
1084,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,0.44,CCOC(=O)c1cncn1C(C)c1ccccc1,0.3,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.39,COc1cccc(-c2cccc(C(=O)Nc3ccc4c(c3)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc3cccc(C(F)(F)F)c3)O4)c2)c1,0.31,CC1CN(C(C)(C)C)S(=O)(=O)c2ccc(-c3ccccc3C(=O)N(C)C)cc2OC1CN(C)CC1CC1
1086,Cc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)N3CCN(Cc4ccccc4)CC3,0.25,NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](OC3O[C@H](CO)C(O)[C@H]3O)[C@H]1O,0.37,Clc1ccc(cc1)[C@H]1CCC(CC1)C1C(=O)C(=O)c2ccccc2C1=O,0.51,CC(C)(C)c1ccc(C(=O)NC2CC(CO)N(C(=O)c3ccc(F)cc3)C2C(=O)NCc2ccc(C(=O)O)cc2)cc1,0.36,CCCC(=O)NC1C(=O)C(=O)C(=O)CC1Cc1ccccc1
1087,Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1,0.0,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.0,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.59,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(=O)O)cc1,0.32,COC1CN(C)C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2OCC(C)NCC1C
1089,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1,0.36,COC(=O)C[C@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2S(=O)(=O)c2cn(C)cn2)O1,0.31,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.6,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.3,CN(C)CCCNC(=O)CC1OCCC2(CO)Oc3cccc(NC(=O)Cc4ccncc4)c3C12
1090,Cc1cccc(CN2C(=O)[C@@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)c1,0.7,Cn1cnc(CCNC(=O)C[C@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3C(=O)Nc3ccc(cc3)C(F)(F)F)O2)c1,0.45,COc1ccc(NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3)c(OC)c1,0.59,CC(NC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3OC2C(CO)O1)c1ccccc1,0.39,CN1CCN(C(=O)CC2CCC3C(COCC(O)CN3Cc3cccc(C(F)(F)F)c3)O2)CC1
1091,Cc1cccc(CN2C(=O)[C@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)c1,0.36,COc1cccc(c1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F,0.16,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.53,CC(NC(=O)CC1CCC(NC(=O)c2ccccn2)C(CO)O1)c1ccccc1,0.39,COc1cccc(C(=O)N(C)CC2OC(C)c3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)c1
1092,Cc1cccc(c1)c2nnc(SCC(=O)O)n2CC=C,0.23,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.23,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.57,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.41,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
1094,Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(C=CC(=O)NS(=O)(=O)c3cc(Cl)c(Cl)s3)cc(F)cc12,0.54,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.55,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.38,CC1CN(C(C)CO)S(=O)(=O)c2ccc(-c3cccc(C(=O)N(C)C)c3)cc2OC1CN(C)C(=O)c1cccnc1,0.35,CCCCCCCCCCCCCCCCCCCCCCC(=O)NC(C)C
1097,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.9,C(N1CCN(CC1)c1ncnc2sccc12)c1ccccc1,0.45,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.69,CCNC(=O)CC1CCC(NS(=O)(=O)c2ccccc2F)C(CO)O1,0.28,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCCC
1098,Cc1csc(CNc2ncnc3ccc(cc23)c4ccoc4)c1,0.46,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0.26,CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.36,O=C(NC1CCC(CCn2cc(-c3ccccc3)nn2)OC1CO)c1ccc2c(c1)OCO2,0.23,CC(C)CSCCC(CCCN1CCN(CCC(=O)Nc2ccccc2)CC1)NC(=O)CSCCCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC=O
1100,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,0.36,O=C(C1CCN(CC1)c1ncnc2sccc12)c1ccccc1,0.4,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.49,CC(C)(C)c1ccc(C(=O)Nc2cccc(C(=O)Nc3cccc(C(C)(C)C)c3)c2)cc1,0.34,O=C(NCCCN1CCCC1)c1c(O)cccc1O
1101,Cc1nc2ccccn2c1C(O)(c1ccccc1)c1ccccc1,0.0,COc1ccc2C=CC(C)(C)Oc2c1C(=O)C=Cc1ccccc1,0.0,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.31,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(O)c(O)c1,0.24,CN1CC=CC(CCNC(=O)C(Cc2ccccc2)NC(=O)CCNC(=O)C(CCCNC(=N)N)NC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CCNC=O)C1
1102,Cc1ncsc1CCCl,0.31,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.31,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.49,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)Cc1cccc(C(F)(F)F)c1,0.26,CCC(=O)Nc1cc(C#N)cc2c1OC(CC(C)C)CN(Cc1cccc(F)c1)C(C)C(=O)C(=O)C(C)N(C)C2CO
1109,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)c5ccccn5)cc2)c1C,0.43,CN(C)C(=O)C[C@@H]1CC[C@H](NC(=O)C2CCOCC2)[C@H](CO)O1,0.34,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@H]2N1CCC(F)(F)F,0.49,CC(C)(C)c1ccc(C(=O)NC2CCC(C(=O)O)CC2C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)NCCCNCC(O)c4ccccc4F)cc3)cc2)cc1,0.39,NC(=O)CCCCCCC(=O)O
1112,Clc1cc(NC(=O)c2ccccn2)ccc1N1C(=O)CC2(CCCCC2)C1=O,0.48,OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)NC1CCCCC1,0.37,OC(c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)(C(F)(F)F)C(F)(F)F,0.7,COC1CN(C)C(=O)c2ccc(NC(=O)NC(C)(C)C)cc2OCC(C)N(C(=O)c2ccccn2)CC1C,0.22,O=C1CCCN(CCCNC(=O)c2c(O)cc(O)c(O)c2O)C1
1113,Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,1.0,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,1.0,Cn1nnnc1Sc2ncnc3scc(c4cccc(Br)c4)c23,0.58,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCc3ccc(F)cc3)OC(CO)C1O2,0.06,C=O
1114,Clc1ccc(CSc2nnc(o2)c3ccncc3)c(Cl)c1,1.0,Cn1nnnc1Sc2ncnc3scc(c4ccsc4)c23,0.18,NS(=O)(=O)C#Cc1ccccc1,0.39,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(Cl)cc1,0.01,COc1cc(CNC(=O)CC2OCC3Oc4cccc(NC(=O)CN(C)C)c4C3C2CO)c(C(C)(C)C)cc1C(C)(C)C
1115,Clc1ccc(cc1)C(=O)C1CCN(CC1)c1ncnc2sccc12,0.93,COc1ccc(cc1)c2csc3ncnc(Sc4nnnn4C)c23,0.21,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,0.61,CC(C)(C)c1ccc(C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccc(F)cc2)C(=O)NC(Cc2ccccc2)C(=O)O)cc1,0.13,COC1CC(C)N(C)C(CN2CCOCC2)C(C)OCC(=O)CN(C(=O)c2cccc(F)c2)C1
1119,Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1,0.37,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O,0.36,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.0,CCCCCC1CC(=O)n2cc(nn2)COCC(C)NC1=O,0.0,COC1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OCC(C)N(C(=O)c2ccccc2Cl)CC1C
1120,Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0.11,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H]1OC(=O)C(=O)C1O,0.26,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.52,CCNCC#Cc1ccc2c(c1)OCC(C)C(CN(C)Cc1ccc(-c3ccccc3)cc1)N(C(C)CO)S2(=O)=O,0.39,CCCNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1
1121,Clc1ccccc1CNCC2CCC(CNCc3ccccc3Cl)CC2,0.31,C(Nc1nc(nc2ccccc12)N1CCc2ccccc12)c1ccccc1,0.41,CCC1(CCC(=O)NC1=O)c1ccc(N)cc1,0.64,CC1CCCN(Cc2ccccc2)C(=O)Oc2ccccc2NC1=O,0.5,CC1=CC(=O)C(C)COc2cccc(NS(C)(=O)=O)c2C(NC(=O)C2CCCCC2)N(C(C)CO)C1C
1122,Clc1ccccc1NC(=O)COC(=O)CNC(=O)c2ccccc2Cl,0.13,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,0.37,CN1CCN2C(C1)c1ccccc1Cc1cccnc21,0.78,CNCC1Oc2c(NC(=O)CCN3CCOCC3)cccc2C(=O)N(C(C)CO)CC1C,0.78,Cc1ccc(S(=O)(=O)N2CCN(CCCNC(=O)C3CN(S(=O)C(C)(C)C)CC3CCO)CC2)cc1
1124,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.32,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,0.32,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,0.63,CCCCCC(=O)Nc1ccc2c(c1)OC(CN(C)S(=O)(=O)c1cn(C)cn1)C(C)CN(C(C)CO)S2(=O)=O,0.28,Cc1ccc(NS(=O)(=O)c2ccc(C(=O)N3CCN(Cc4ccc(F)cc4)CC3)cc2)cc1
1125,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.17,CCCc1cc(=O)[nH]c(=S)[nH]1,0.17,CCCc1cc(=O)[nH]c(=S)[nH]1,0.59,Cc1ccccc1S(=O)(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C(C)CO)CC1C,0.01,CN1CCN(CCCNC(=O)c2ccc3c(N(C)C)ncnc3c2)CC1
1126,Cn1cnc(c1)S(=O)(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.0,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=C/CO,0.0,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.59,CC(C)NC(=O)Nc1ccc2c(c1)OC(CN(C)CC1CCOCC1)C(C)CN(C(C)CO)S2(=O)=O,0.46,CCOc1ccc(OC)c(OC)c1CNC(=O)CCNCCCNCCCCNCCCCNC(=O)CCNC(C)(C)C
1127,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.31,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.72,CCC1(C(=O)NCNC1=O)c1ccccc1,0.64,CCNC(=O)CC1C=CC(NC(=O)Nc2ccc(F)cc2)C(CO)O1,0.2,COc1cc(CNC(=O)CC2OCCC3(CO)Oc4cc(NC(=O)Cc5ccncc5)ccc4C23)c(OC)c(OC)c1
1128,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.26,CCCc1c(OCCCOc2ccc(OCC(O)=O)cc2)ccc(C(C)=O)c1O,0.24,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,0.63,CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)S(=O)(=O)c1ccc(F)cc1,0.31,CNCCCNC(=O)CC1CC2(C(=O)N(C)c3ccccc32)N(Cc2c(Cl)cc(Cl)c(Cl)c2Cl)C1CO
1129,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.58,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,0.55,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.68,CCNCCCNC(=O)CC1C=CC(NC(=O)c2ccccc2F)C(CO)O1,0.41,COC1CN(C)Cc2ccc(NS(C)(=O)=O)cc2OCC(=O)N(C)CC1C
1130,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@H]1CO,0.43,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.33,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0.59,COc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)cc1,0.52,CCNCC1OCC(C)CC(=O)c2c(NS(C)(=O)=O)cccc2N(C(C)CO)c2ccccc21
