smiles,scores,ref,Method,gene
CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H]1C)OC,0.44,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Cosine,AKT1
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.32,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,Euclidean,AKT1
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,0.37,C1(=CC=CC=C1)C[C@@H](COC=2C=NC=C(C=3C=CC4=C(C(C(N4)=O)CC=5OC=CC5)C3)C2)N,Euclidean,AKT1
Nc1c2CCCCc2nc2ccccc12,0.29,C1(CCC1)(N)C=2C=CC(=CC2)C3=NC=C4C=CC=CC4=C3C=5C=CC=CC5,Euclidean,AKT1
Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,0.45,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Euclidean,AKT1
CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.33,S1C2=C(C(C3=CC=C(NC(=O)NC=4C=C(F)C=CC4)C=C3)=C1)C(=NC=C2C5=CN(N=C5)C(C(=O)N)(C)C)N,Euclidean,AKT1
CCCC(CCC)C(O)=O,0.29,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,Euclidean,AKT1
Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.28,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Euclidean,AKT1
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0.45,C12=C(C(=O)NC1=O)C=3C=4N(C=CC4C=CC3C5=C2C6=C(C(CCCN[C@H]7CC[C@@H](CC7)O)=CC=C6)N5)C,Euclidean,AKT1
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.51,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Euclidean,AKT1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.23,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Euclidean,AKT1
COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0.45,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Euclidean,AKT1
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.32,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,Euclidean,AKT1
CNCCCCOc1ccccc1Cc1ccccc1,0.36,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,Euclidean,AKT1
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,0.43,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1,Euclidean,AKT1
COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3,0.5,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=C(C=CC=C3C)C)(=O)=O)O)OC=4C=CC(=CC4CC2)O,Euclidean,AKT1
Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,0.45,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Euclidean,AKT1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.37,N=1C(N)=C2C(=CN(C2=NC1)C(C)C)C(C=3C=NC=C(N3)N[C@H]4[C@H](N(CC4)C(=O)C)C5=CC=CC=C5)=O,Euclidean,AKT1
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.37,N=1C(N)=C2C(=CN(C2=NC1)C(C)C)C(C=3C=NC=C(N3)N[C@H]4[C@H](N(CC4)C(=O)C)C5=CC=CC=C5)=O,Euclidean,AKT1
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,0.59,[C@@H]1(CN(CC1)C2=C3C(=CNC3=NC=N2)C)NS(C4=CC=CC=C4)(=O)=O,Euclidean,AKT1
CN(C)C(=N)NC(N)=N,0.05,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Euclidean,AKT1
CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1,0.76,S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,Euclidean,AKT1
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,0.34,S(=O)(=O)(NC=1C=C(C2=CC=3SC(=NC3C=C2)NC(=O)C)C=NC1C)C4=CC=C(OC)C=C4,Euclidean,AKT1
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,0.47,C1=CC(=C2C(=C1OC)N(C(=C2)C(OC)=O)C)OC[C@@H](N)CC3=CC=CC=C3,Euclidean,AKT1
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O,0.53,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Euclidean,AKT1
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.27,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,Euclidean,AKT1
CCCNC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)c3cncnc3,0.46,C12(CN(C[C@@H](CN(CCCCC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(=CC4C(C2)=O)O,Euclidean,AKT1
CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,0.56,O=C(N(C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,Euclidean,AKT1
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC,0.42,C1=CC(C(=O)NCCCC(NC2C(C(C(C(O2)COC(=O)C)OC(C)=O)OC(C)=O)OC(C)=O)=O)=CC=C1,Euclidean,AKT1
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,0.31,C1(=CC=C2C(=C1)C3=NNC(C=4C=CC(=NC4)C#N)=C3C2)OCCN5CCOCC5,Euclidean,AKT1
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.27,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,Euclidean,AKT1
CCCC(CCC)C(O)=O,0.29,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,Euclidean,AKT1
CNC(=O)CCc1cc2ccccc2[nH]1,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,Euclidean,AKT1
COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.44,C1=C(C(=CC=2C1=CN=CC2)C(NC(C3CCNCC3)C=4C=CC(=C(C4)Cl)Cl)=O)C5=CC=C(C=C5)OC,Euclidean,AKT1
CN1CCN2C(C1)c1ccccc1Cc1cccnc21,0.6,C12(CCN(CC1)C)CN(C3=NC=NC4=C3C=CN4)C5=C2C=CC=C5,Euclidean,AKT1
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.32,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,Euclidean,AKT1
OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.39,C=1N=CC=2SC(C=3N=C(ON3)O)=CC2C1OC4=CC=C(C=C4)I,Euclidean,AKT1
c1[nH]nc(c1-c1ccnc2ccccc12)-c1ccccn1,0.76,N=1NC=C(C1C2=CC=CC=C2)C=3C=CN=CC3,Euclidean,AKT1
Cc1cc(OCC(=O)Nc2nnc[nH]2)ccc1Cl,0.25,C1=C2C(=CC=C1)C(=C(N2)Cl)C[C@@H](COC=3C(=NC(C=4C=COC4C)=C(C5=NC6=C(N=C5)NN=C6C)C3)N)N,Euclidean,AKT1
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0.45,C12=C(C(=O)NC1=O)C=3C=4N(C=CC4C=CC3C5=C2C6=C(C(CCCN[C@H]7CC[C@@H](CC7)O)=CC=C6)N5)C,Euclidean,AKT1
CNCCCCOc1ccccc1Cc1ccccc1,0.36,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,Euclidean,AKT1
Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,0.53,C1(CC=2C(C1)=CC=CC2)[C@H](C(N3CCN(C4=NC=NC5=C4C(=CN5)C)CC3)=O)N,Euclidean,AKT1
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1,0.31,O1CCC(N2C=3N=C(N=C(C3N=C(C2=O)C=4C=CC(=NC4)C)C)N)CC1,Euclidean,AKT1
Cn1c(=O)c([N+](=O)[O-])c(Cl)c2ccccc12,0.34,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Euclidean,AKT1
COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,0.47,C1=CC(=C2C(=C1OC)N(C(=C2)C(OC)=O)C)OC[C@@H](N)CC3=CC=CC=C3,Euclidean,AKT1
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,0.46,C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC,Euclidean,AKT1
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.21,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Euclidean,AKT1
CNCCCCOc1ccccc1Cc1ccccc1,0.36,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,Euclidean,AKT1
CCCC[C@@H](C)C=C(C)C=C(/C)C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O,0.66,C=12C(=O)C(=CC(C1)=O)[C@@H]([C@@H](C)C[C@H](OC)[C@H](OC)[C@@H](C)C=C(C)[C@@H]([C@@H](OC)C=CC=C(C)C(N2)=O)OC(=O)N)OC,Euclidean,AKT1
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,0.34,O=C(O)C=1N(C=2C(C1C=3C(=CC=CC3)C)=CC=CC2)CCCOC=4C=5C(C=CC4)=CC=CC5,Euclidean,AKT1
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,0.37,C1(=CC=CC=C1)C[C@@H](COC=2C=NC=C(C=3C=CC4=C(C(C(N4)=O)CC=5OC=CC5)C3)C2)N,Euclidean,AKT1
CCN(CC)CCOC(=O)c1ccc(N)cc1,0.29,C1(=CC=C2C(=C1)/C(/C(N2)=O)=C/C3=CC=C(C=C3)OCCN(CC)CC)Cl,Euclidean,AKT1
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O,0.59,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Euclidean,AKT1
C(Cn1c2ccccc2c3ccccc13)c4nc5ccccc5[nH]4,0.49,N1(CCC(CC1)C2=NC=3C(N2)=CC=CC3)CC4=CC=C(C=C4)C=5N=CC(=CC5C6=CC=CC=C6)C#N,Euclidean,AKT1
CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,0.0,[C@@H]1(OC(=O)C=2C=3[C@]1(C=4C(C(C3OC2)=O)[C@H]5[C@@](CC4OC(=O)C)(C)C(CC5)=O)C)COC,Euclidean,AKT1
Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.46,FC=1C(C(=O)N2CCN(C=3N=CC=CN3)CC2)=CC(CC4=NNC(=O)C5C4CCC=C5)=CC1,Euclidean,AKT1
CNC1(C)C2CCC(C2)C1(C)C,0.09,C1(CCC1)(N)C=2C=CC(=CC2)C=3C(=CC=C4N(C=NC43)C)C=5C=CC=CC5,Euclidean,AKT1
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.32,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,Euclidean,AKT1
Oc1nc2ccccc2nc1c3ccccc3NC(=O)c4cccs4,0.41,C=1C=CC=C2NC=C(C[C@@H](COC=3C=NC=C(C4=CC=C5C(=C4)C(C(N5)=O)C=6SC=CC6)C3)N)C21,Euclidean,AKT1
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO,0.51,S1N=CC=2C1=CC(N(C)C)=C(NC(=O)C(=O)O)C2,Euclidean,AKT1
CN(C)C(=O)Cc1c(nc2ccc(C)cn12)-c1ccc(C)cc1,0.56,O=C(N(C)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,Euclidean,AKT1
CCCCc1ncc(C=C(/Cc2cccs2)C(O)=O)n1Cc1ccc(cc1)C(O)=O,0.5,N1(C(=[N+](C=C1)CCCCCCCCCCCCCCCC)C)CC2=CC=CC=C2,Euclidean,AKT1
Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C,0.34,C1(=CN=C2C(=C1)N=C(N2CC3=CC=CC=C3OC)C=4C=CN=CC4)Br,Euclidean,AKT1
C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)OCCCC[C@@H](C)Oc4ccc(cc4C1=O)N(C)C,0.39,C=1(C=NNC1)C2=CC=C(NC(C3COC4=C(O3)C=CC=C4)=O)C(=C2)OCCN(C)C,Euclidean,AKT1
CN(C)[C@H]1C2CC3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(=O)NCN5CCCC5)C1=O,0.0,C1=CC=C2C(C3=C4N2[C@]5(O[C@H](C[C@H]([C@H]5OC)N(C)C(=O)CCC(NCCC(NCCC(NCCC(N)=O)=O)=O)=O)N6C4=C(C7=C6C=CC=C7)C=8C3=CNC8O)C)=C1,Euclidean,AKT1
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,0.31,COC=1C=C2C(=NC=NC2=CC1OCCCN3CCCC3)OC=4C=CC=5NC(C)=CC5C4F,Euclidean,AKT1
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.27,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,Euclidean,AKT1
CC(=O)Oc1ccccc1C(O)=O,0.0,C=1C(OC)=C(C=CC1OC)/C=C/C(C(=CC2=CC=C(C(=C2)O)OC)C(/C=C/C=3C(=CC(OC)=CC3)OC)=O)=O,Euclidean,AKT1
COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,0.36,N1C(C(=C(C1=O)C2=CNC=3C=CC=CC23)C4=CN(C=5C=CC(=CC45)OC)CCCN(C)C)=O,Euclidean,AKT1
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.0,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Euclidean,AKT1
CN(C)C(=N)NC(N)=N,0.05,C1(=C(C(=C2NC(=NC2=C1Br)N(C)C)Br)Br)Br,Euclidean,AKT1
CNC(=O)CCc1cc2ccccc2[nH]1,0.65,O=C(NC1=C2C(NC=C2)=NC=C1)C3CCC(CC3)C(N)C,Euclidean,AKT1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,0.5,BrC1=C(N=C2N=CC(=C(O)C2=C1C)C(=O)O)N3CC(NC)CC3,Euclidean,AKT1
Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,0.57,C1=CC(=CC=2C1=CN=CC2)C(N[C@H](C3CCN(CC3)CC4=CC=CC=C4)C=5C=CC(=C(C5)Cl)Cl)=O,Euclidean,AKT1
NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.32,ClC=1C(C=2NC(=CC2C(=O)N)C=3N=C(N=CC3)N)=CC=C(Cl)C1,Euclidean,AKT1
CC(=O)Oc1ccccc1C(O)=O,0.32,C=1C(OC)=C(C=CC1OC)/C=C/C(C(=CC2=CC=C(C(=C2)O)OC)C(/C=C/C=3C(=CC(OC)=CC3)OC)=O)=O,Euclidean,AKT1
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,0.0,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,Euclidean,AKT1
Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.21,C1=C(C2=C(C=C1O)OC(C(C2=O)=O)C3=CC=C(C(=C3)O)O)O,Euclidean,AKT1
CNCCCCOc1ccccc1Cc1ccccc1,0.36,C1=NC=CC=2C1=CC(OC3CCNCC3)=C(C=4C=CC(=CC4)CN)C2,Euclidean,AKT1
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(cc2)C(C)(C)C)nc(nc1OCCO)-c1ncccn1,0.43,S(=O)(=O)(N)C1=CC(NC=2N=C(NC3=CC=C(OCC(=O)N)C=C3)C(=CN2)C)=CC=C1,Euclidean,AKT1
CCCC(CCC)C(O)=O,0.29,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,Euclidean,AKT1
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.27,C=1(C(=C(C=C(C1Br)Br)/C=C/C(=O)O)Br)Br,Euclidean,AKT1
O=c1n([se]c2ccccc12)-c1ccccc1,0.23,C1(=C(N(C=2C=CC(=CC2)Cl)N=C1C3=CC=NC=C3)O)C=4C=CC(=CC4)F,Euclidean,AKT1
Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.0,FC=1C(C(=O)N2CCN(C=3N=CC=CN3)CC2)=CC(CC4=NNC(=O)C5C4CCC=C5)=CC1,Euclidean,AKT1
Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,0.45,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(O)=CC4)=CC=C(N(=O)=O)C2,Euclidean,AKT1
OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0.39,C=1N=CC=2SC(C=3N=C(ON3)O)=CC2C1OC4=CC=C(C=C4)I,Euclidean,AKT1
CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1,0.0,C1(=NC2=C(C=C(C3=CC=CC=C3)C(=N2)C4=CC=C(C=C4)CN5CCC(CC5)C6=NN=C(N6)C=7C=CC(NC7)=O)C=N1)N8CCN(CC8)CCN(C)C,Euclidean,AKT1
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,0.45,C1=CC(=C2C(=C1)NC(=C2)C(OC)=O)OCCN,Euclidean,AKT1
CN1CCC[C@H]1c1cccnc1,0.63,O(C=1C=C(C=NC1)CCC2=CC=CC=C2)CC3N(CCC3)C,Euclidean,AKT1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.23,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Euclidean,AKT1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.22,FC=1C=CC(C2=NN(C=C2C3=NC=NC=C3)C)=CC1,Euclidean,AKT1
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,0.59,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,Euclidean,AKT1
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,0.42,C12=C(C=CC(=C1)C(O)=O)C=3C(=CC=NC3)C(=N2)NC=4C=CC=C(C4)Cl,Euclidean,AKT1
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,0.55,C=1(C=CC(=CC1)OC)/C(/C(=O)O)=C\C2=CN(C=3C=CC(=CC23)OCC=4C=CC=CC4)C(=O)C,Euclidean,AKT1
CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.45,N=1C=NC(=C2[C@@H](OCC21)C)N3CCN(C(=O)C(CC4=CC=C(C(=C4)F)Cl)CC(N)(C)C)CC3,Euclidean,AKT1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.23,S(C1=NN(C(N)=C1C(=O)N)C2=NC=CC=C2)C,Euclidean,AKT1
COCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3ccc(OC)cc3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.0,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Euclidean,AKT1
CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12,0.31,C1(=CC=C2C(=C1)C3=NNC(C=4C=CC(=NC4)C#N)=C3C2)OCCN5CCOCC5,Euclidean,AKT1
CCCC(CCC)C(O)=O,0.29,C1C[C@@]2([C@@H]([C@]([C@@H]1O)(C)CO)CCC([C@H]2C=CC3C(OC[C@H]3O)=O)=C)C,Euclidean,AKT1
CC(O)Cn1c(C)ncc1[N+]([O-])=O,0.44,C1=CC=C2C(N(C(=N2)NC(=O)C=3C=CC=C(C3)N(=O)=O)CCCO)=C1,Euclidean,AKT1
CCCN1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NS(=O)(=O)c3cn(C)cn3)cc2OC[C@@H]1C)OC,0.44,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Euclidean,AKT1
Cc1ccc(-c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)cc1,0.28,O=C(NC1=CC=C(C=2C=C(C=CC2)C(=O)N)C=C1)NC3=CC(=CC=C3)C,Random,AKT1
CCCCCC1CCc2cnnn2COCC(Cc2ccccc2)NC1=O,0.16,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,Random,AKT1
CC1CCCCOC(CN(C)C(=O)Nc2ccccc2F)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1,0.38,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Random,AKT1
COc1ccc(CNc2ncnc3ccc(-c4cncc(C#N)c4)cc23)cc1,0.32,C1(=C2C(C=CC=C2)=NC=N1)NC3=CC(OC)=CC=C3,Random,AKT1
COc1ccc(CNc2ncnc3ccc(-c4ccc(F)cc4)cc23)cc1OC,0.3,C1(=CC2=C(C=C1OC)N=CC3=C2C=C(N=C3N)C=4C=NC=C(C4)OC[C@@H](CC5=CC=C(C=C5)F)N)OC,Random,AKT1
CC(NC(=O)CC1CC2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3OC2C(CO)O1)c1ccccc1,0.38,C=1(C(NS(C=2C=CC(F)=CC2)(=O)=O)=CC(=CN1)C=3C=CC4=C(C3)OC(=N4)NC(C)=O)Cl,Random,AKT1
CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3C(=O)O)cc2OC1CN(C)Cc1ccc(C(=O)O)cc1,0.0,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Random,AKT1
CC1CCCCOC(CN(C)CC2CC2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0.39,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,Random,AKT1
CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(Cc1ccc(F)cc1)C(C)CO2,0.34,N1=CC=2C=C(C(N(C2N=C1NC3CCOCC3)C)=O)OC4=CC=C(C=C4F)F,Random,AKT1
CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#Cc3ccc(Oc4ccccc4)cc3)cc2OC1CN(C)C(=O)CCN(C)C,0.22,C12(CN(CC(CN(CCOC)S(C=3C(=NOC3C)C)(=O)=O)O)CCC1)OC=4C=CC(O)=CC4C(C2)=O,Random,AKT1
CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.39,FC=1C=C([C@H](C(=O)N2CCN(C=3N=CN=C4C3[C@@H](C[C@H]4O)C)CC2)CNC(CO)(C)C)C=CC1C(F)(F)F,Random,AKT1
CCNC(=O)CC1C=CC(NC(=O)c2ccc(F)cc2)C(CO)O1,0.47,C=1C=CC=C(C(NCCCC(NC2OC(C(C(C2O)O)O)CO)=O)=O)C1,Random,AKT1
CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1cccnc1)OCCCCC(C)O2,0.28,N=1C(NC2=CC=CC3=C2C(NC3)=O)=C4C=CNC4=NC1NC5=C(C=C6C(N(CC6)C(CN(C)C)=O)=C5)OC,Random,AKT1
Cc1ccc(S(=O)(=O)N(C)CC2OCCCCC(C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C(=O)N(C(C)CO)CC2C)cc1,0.4,C12(CN(CCC1)C[C@@H](CN(CCOCC)S(C3=CC=CC=C3C(F)(F)F)(=O)=O)O)OC4=C(C=C(C=C4)O)C(C2)=O,Random,AKT1
