,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
998,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Oc2cccc3ccccc23)OCc4cn(CCCC1=O)nn4,0.53,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCCOc3c2)OCc4cn(CCCC1=O)nn4,0.16,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.59,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)c1ccc(C(F)(F)F)cc1,0.15,COc1ccccc1C=CC(=O)Nc1c(C)ccc(C)c1C
1000,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.21,CN(C)C(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)c2ccncc2)O1,0.11,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,0.52,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2,0.16,COC(=O)CC1OCCC2(NS(=O)(=O)c3ccccc3F)c3cccc(CC(=O)NCC(F)(F)F)c3OC12C
1001,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.66,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O,0.17,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.67,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.2,CNC(=O)CC12OCC(CO)CC1Oc1cccc(NC(=O)Cc3ccncc3)c12
1002,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.19,CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)N(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N,0.1,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.5,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2,0.18,COC1C(=O)N(C)Cc2ccc(N(C)C)cc2OCC(C)N(Cc2cccc(F)c2)C(=O)C1C
1003,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.25,COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c4c(C(=O)N(C[C@@H]2C)[C@@H](C)CO)n(C)c5ccccc45)cc1,0.11,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,0.6,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC(C)C)OCCCCC(C)O3)cc1,0.2,CC1C(=O)N(C)C(=O)C2(C)N(C(=O)c3cccc(C(=O)O)c3)CCC2(C)CN(C(C)CO)C(=O)COC1C(C)(C)C
1007,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.38,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2C(=O)O)Oc3ncc(Br)cc3C1=O,0.14,Cc1cccc(CN2CCN(CC2)C(c2ccccc2)c2ccc(Cl)cc2)c1,0.4,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1cccnc1)O2,0.06,CCCNCCCN(C)C
1008,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0.33,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]2Oc3c(NC(=O)Nc4ccccc4)cccc3C(=O)N(C[C@@H]2C)[C@H](C)CO,0.11,O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,0.51,CC1CCCCOC(CN(C)S(=O)(=O)c2ccccc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.22,CCCC(=O)N1C2Cn3c(c(-c4ccncc4)ccc3=O)C1C(CO)C2C(=O)NCCc1ccncc1
1010,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc3cnnn3CCCC1=O,0.49,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(O)c2)OCc3cn(CCCC1=O)nn3,0.06,NC(=O)c1cccc(N)c1,0.4,CC1CN(C(C)CO)C(=O)Cc2cc(NS(=O)(=O)c3ccc(C#N)cc3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.13,CCCCCc1ccc(O)cc1
1011,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O,0.26,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(C)c2)OCc3cnnn3CCCC1=O,0.15,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.49,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1,0.11,CCOC(=O)C(Cc1ccccc1)NC(=O)CC(Cc1ccccc1)NC(=O)CCc1ccccc1
1014,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(C#CC(C)(C)O)cc3C1=O,0.5,C[C@H](O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Cc3ccncc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,0.13,C[C@@H]1CN(CC[C@]1(C(O)=O)c1ccccc1)[C@H]1CC[C@](CC1)(C#N)c1ccc(F)cc1,0.29,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.1,CN(C)C(=O)c1ccc(C(F)(F)F)cc1
1015,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)C)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C,0.45,COc1ccc(CN(C)C[C@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,0.14,OC[C@H]1[C@H]([C@@H](C#N)N1S(=O)(=O)c1ccccc1)c1ccc(cc1)C1=CCCCC1,0.48,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2,0.27,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(=O)C(C)C(=O)NC(C)C(CN(C)S(=O)(=O)c1ccccc1C)O2
1017,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)CC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.09,O=C1NC(=O)C(S1)=C/c1ccc2nccnc2c1,0.17,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.7,Cc1ccc(S(=O)(=O)N(C)CC2OCc3ccccc3-c3c(n(C)c4ccccc34)C(=O)N(C(C)CO)CC2C)cc1,0.23,CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)CCCN(C)C)c2OC1CN(C)C(=O)CCN1CCCCC1
1020,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3ncc(cc3C1=O)c4cc5ccccc5o4,0.27,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3CC1=O,0.15,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,0.3,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)c1cc(-c2ccccc2)on1,0.24,Cc1cccc(C)c1S(=O)(=O)N(C)CC12OCc3ccccc3C=CCN(C(C)CO)C(=O)C1(C)c1ccccc1N2C
1021,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0.22,CCCC#Cc1cnc2O[C@H](CN(C)C(=O)CCN3CCCCC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1,0.12,COc1ccccc1OCC(O)COC(N)=O,0.26,CC1CCCCOC(CN(C)C(=O)c2ccncc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.11,CCOc1ccccc1C(C)(C)C=CC=CC=CC(=O)O
1023,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C,0.59,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C,0.1,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0.46,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCCN(C)C)ccc2O1,0.09,CNc1cccc(C(=O)c2cccc(C(C)(C)C)c2)c1
1024,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4ccccc4C1=O,0.07,OC[C@H]1O[C@@H](CCn2cc(nn2)C2CCCCC2)CC[C@H]1NC(=O)CN1CCOCC1,0.13,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.43,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)Nc1ccc(F)cc1,0.18,O=C(c1ccccn1)N1CC(=O)N2CC(c3ccc(C4=CCCC4)cc3)C2(CO)C1=O
1025,C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.14,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2Oc3c(cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)N(C)C,0.12,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.48,CCCNC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CC3)OC(CO)C1O2,0.09,CC(=O)NCCCN1CCN(Cc2c(Cl)cc(Cl)c(Cl)c2Cl)CC1
1026,C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.16,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccccc3F)cc2OC[C@H](C)NC[C@H]1C,0.12,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.46,CCNC(=O)CC1CC2c3cc(NC(=O)Nc4ccc(C(F)(F)F)cc4)ccc3OC2C(CO)O1,0.29,CNC(=O)CC1OC(CO)CC2c3cccc(NC(=O)c4ccccc4OC)c3OC12
1027,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.59,CN(C)CC(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NC4CCCCC4)O[C@H]3CO)c2c1,0.27,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,0.42,CCCCCCNC(=O)CC1CC2c3cc(NC(=O)C4CCOCC4)ccc3OC2C(CO)O1,0.23,O=C(CC1C(CO)OCC2Oc3cc(NC(=O)Cc4ccncc4)ccc3C21)NCc1ccccc1-c1ccccc1
1028,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.14,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@H]1O2)C#N,0.12,NS(=O)(=O)c1cc(ccc1Cl)C1(O)NC(=O)c2ccccc12,0.46,CC(C)NC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCc3ccc4c(c3)OCO4)OC(CO)C1O2,0.18,NS(=O)(=O)c1ccccc1C(=O)NCCCN1CCCC(Cc2ccccc2)C1
1029,C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.18,CCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccncc3)C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC,0.05,CC(O)Cn1c(C)ncc1[N+]([O-])=O,0.49,CCCCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCC3CCCCC3)OC(CO)C1O2,0.21,COc1ccc(C(=O)NCCC2CCC(NS(=O)(=O)c3cccc(C)c3)C(CO)O2)cc1
1030,C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.18,COc1cccc(c1)S(=O)(=O)N[C@H]1CC[C@H](CCN)O[C@@H]1CO,0.13,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0.43,CCNC(=O)CC1CC2c3cc(NC(=O)CN(C)C)ccc3OC2C(CO)O1,0.01,CC=O
1031,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@@H](CO)O1)c5ccccc5,0.18,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccccc2)OCc3cn(CCCC1=O)nn3,0.12,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.42,COc1ccccc1CNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1,0.18,COc1ccccc1C#Cc1cccc(C2=CC(NC(=O)Cc3cccnc3)C(CO)OC2CO)c1
1032,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)NC4CCCCC4)cc23)[C@H](CO)O1)c5ccccc5,0.38,C[C@@H](NC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Nc2cccc(Cl)c2)O1)c1ccccc1,0.08,C1CC1C(NC1=NCCO1)C1CC1,0.63,CC(NC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1)c1ccccc1,0.19,COC1CN(C)C(=O)c2cc(NC(=O)CC(F)(F)F)ccc2OCC(C)N(C(=O)CC2CC2)CC1C
1033,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.11,CO[C@@H]1C[C@@H](CC[C@H]1O)C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)CC(C)=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,0.4,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.12,CCNC(=O)C1C(CO)C2Cn3c(ccc(C4=CCCCC4)c3=O)C2N1C(=O)c1ccccc1F,0.13,CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)C(=O)CCC(F)(F)F
1035,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.11,CO[C@@H]1C[C@@H](CC[C@H]1O)C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)CC(C)=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,0.4,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.12,CC1CN(C(C)CO)C(=O)Cc2cc(N(C)C)ccc2OC1CN(C)C(=O)CCN(C)C,0.08,CCN1CCN(S(=O)(=O)c2c(C)c(C)c(C(=O)c3c(C)c(C)c(C)c(C)c3C)c(C)c2C)CC1
1036,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@@]3(C)CC[C@@H]2[C@@]4(C)CCC(=O)C=C14,0.21,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.21,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.11,CCCCCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)c1cccc(F)c1)CC(C)C(OC)CN(C)C2=O,0.09,CC(C)(C)c1ccc(CN2CCN(CCCNC(=O)CCC(=O)c3ccc(C(C)(C)C)cc3)CC2)cc1
1037,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.77,C[C@]12C[C@H](O)[C@@]3(F)C(CCC4=CC(=O)C=C[C@]34C)C1C[C@@H](O)[C@]2(O)C(=O)CO,0.12,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3cccc(OC)c3)ccc2OC[C@@H](C)N(CC2CC2)C[C@@H]1C,0.12,CCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)N3CCc4ccccc4C3)OC(CO)C1O2,0.06,O=C1C(=O)N(Cc2c(Cl)cc(Cl)c(Cl)c2Cl)C(=O)C1Cc1cccc(F)c1
1045,C[C@]12CC[C@@H]3[C@@H](CCC4C(=O)C(=O)CC[C@]34C)[C@H]1CCC2=O,0.07,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.04,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.1,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C)C2CCC(CC(=O)NCCCN4CCOCC4)OC2CO3)cc1,0.07,COc1ccc(S(=O)(=O)Nc2cccc3c2C2C(C)C(C(=O)O)OC(CO)C2O3)cc1
1049,C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,0.07,NC[C@H]1CC[C@@H](CC1)C(O)=O,0.06,Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,0.13,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C(C)CO)CC1C,0.07,CNCCOC(C(=O)NC(CO)C(O)COc1cc(OC)ccc1OC)c1cc(O)c(O)c(O)c1
1050,C[N+](C)(C)CCOC(N)=O,0.06,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,0.06,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,0.07,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)C1CCC1)C(C)CO2,0.06,CCCNC(=O)N1CC(C)Oc2ccc(NC(=O)CCN3CCOCC3)cc2C(=O)N(C)CC(OC)C(C)C1
1054,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0.17,CN(Cc1ccccc1)C(=O)C2CCCN(Cc3ccccc3C(F)(F)F)C2,0.03,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=C/CO,0.24,COc1ccccc1CNc1ncnc2ccc(C(F)(F)F)cc12,0.02,CC1CC(C)C(C)C2=C1CC1C(O)CC(C)C3CC(O)CCC31C2
1056,Cc1cc(C)c(C#N)c(SCCS(=O)(=O)c2nc3ccccc3s2)n1,0.1,Fc1ccc(cc1)C(=O)C(CN1CCCCC1)c1ccccc1,0.17,NS(=O)(=O)C#Cc1ccccc1,0.21,CC(NC(=O)Nc1nc2ccccc2s1)C(=O)OCC(N)C(O)COc1cccc(C(F)(F)F)c1,0.11,COC(CN(C)C(=O)c1ccc2c(c1)OCO2)C(C)CN(C(=O)Nc1cccc(F)c1)C(C)CO
1057,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1ccccc1C(F)(F)F,0.07,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.11,COc1ccc2CC3N(CCc4cc(OC)c(OC)cc34)Cc2c1OC,0.16,CN(C)C(=O)CC1C=CC(NC(=O)Nc2ccc(C(F)(F)F)cc2)C(CO)O1,0.13,CC1CCCC2C(C)(C)CCCC12NC(=O)c1ccccc1
1058,Cc1cc(C)n(n1)c2nc(NCCCO)c3c4CCCCc4sc3n2,0.08,Oc1ccc(CCc2c(F)cccc2F)c2cccnc12,0.11,COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,0.13,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCc3cccc(F)c3)nc(-c3cccc(C#CC4(O)CCCC4)c3)c2C1CCO,0.06,CCN(NC(=O)CCC(=O)NC(C(=O)NCCCCCNC(=N)N)C(C)(C)C)S(=O)(=O)c1ccc(C)cc1
1059,Cc1cc(Cl)ccc1OCC(=O)NN=Cc1ccc[nH]1,0.53,Clc1cc(Cl)c(OCC(=O)NN=Cc2ccc[nH]2)c(Cl)c1,0.53,Clc1cc(Cl)c(OCC(=O)NN=Cc2ccc[nH]2)c(Cl)c1,0.14,Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1,0.11,CC(C)(C)S(=O)N1Cc2cc(C(=O)NCc3ccccc3F)nc(-c3cccc(-c4cccnc4)c3)c2C1CCO
1062,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5-c34,0.11,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,0.11,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,0.09,CNCC(O)c1ccccc1C(=O)Nc1ccccc1C(=O)Nc1ccccc1C,0.05,C#CC1(O)CC2CCC3C(CCC4(C)C3CC(O)C4C(N)=O)C2(C)C1
1063,Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccoc2C)o1,0.36,Clc1ccc2ncnc(NCc3ccc4OCOc4c3)c2c1,0.1,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OC,0.14,CCNC(=O)CC1CCC2C(COc3ccc(NC(=O)c4ccc(C(F)(F)F)cc4)cc3C(=O)N2C)O1,0.13,COc1ccc2[nH]c3c(c2c1)CC(CO)N(S(=O)(=O)c1ccc(F)cc1)C31CN(Cc2ccc(F)cc2)C1
1065,Cc1ccc(OCCOc2c(Cl)cc(Cl)cc2Cl)c(n1)[N+]([O-])=O,0.08,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.08,COc1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,0.11,Cc1cccc(C(=O)Nc2ccc(C(=O)O)cc2)c1,0.11,COc1cc(CNC(=O)CC2C=C(CO)C(NC(=O)Cc3cccnc3)CO2)cc(OC)c1
1066,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,0.06,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.13,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.19,CC(C)(C)c1ccc(S(=O)(=O)NC2C=CC(CC(=O)NCc3ccc(F)cc3)OC2CO)cc1,0.14,CN(Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)S(=O)(=O)c1ccccc1
1068,Cc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)N3CCN(Cc4ccccc4)CC3,0.09,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,0.22,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.22,Cc1ccc(C(=O)c2ccc(C(=O)NCCCNCCCCCC(=O)Nc3ccc(C(=O)O)cc3)cc2)cc1,0.18,COC1CN(C(=O)Cc2ccccc2)CC(=O)COC(C)CN(C)C(C)C12CC2
1069,Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc1ccc(C(O)=O)c(O)c1,0.07,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.15,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.3,Cc1ccc(C(=O)Nc2ccc(C(=O)NCCC(=O)O)cc2)cc1,0.11,CN(C)CCCNC(=O)CC1C(C(=O)NCCc2ccncc2)C(CO)CN1C
1071,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1,0.11,C(COc1ccc2OCOc2c1)CN1CCN(CC1)c1ccccc1,0.07,Nc1nc2ccc(OC(F)(F)F)cc2s1,0.17,CC1CCCCOC(CN(C)C(=O)Nc2ccc(F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0.14,COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3Cc3ccc(OC)cc3)O2)cc1
1072,Cc1cccc(CN2C(=O)[C@@H]3Cc4c([nH]c5ccccc45)C(C)(C)N3C2=O)c1,0.15,CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OCC(=O)O)cc3)c(=O)n2C1c4ccc(SC)cc4,0.14,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.19,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.13,COC1CN(C)C(=O)c2cc(NC(=O)C3CCCC3)ccc2OCC(C)N(Cc2cncnc2)CC1C
